colsample_bytree,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample,random_state
0.6160171837124088,0.16159498571621184,12,5,463,150,0.00010101517438328047,0.009002106564814066,1.0,42
